Column1,Column2,Column3
957,856,530
611,370,130
572,817,232
718,749,759
341,393,417
855,901,415
970,571,386
1,612,645
969,719,30
568,743,497
430,810,612
682,465,279
520,960,603
708,125,988
245,972,446
919,892,756
917,610,849
173,71,544
810,766,528
521,610,869
842,110,596
381,800,506
992,433,680
109,933,154
379,838,968
485,485,49
979,17,27
474,4,165
628,706,299
796,608,229
713,593,813
155,231,304
342,889,733
545,541,886
447,226,137
331,654,471
422,481,975
998,162,115
245,852,460
864,647,554
282,345,148
520,281,293
40,800,940
499,537,926
512,623,429
515,522,712
605,504,76
905,889,185
294,974,322
813,786,861
17,483,566
838,225,307
180,762,999
141,234,308
890,446,282
323,599,388
141,821,423
257,729,746
156,74,46
766,626,793
627,402,590
723,399,916
900,801,993
391,115,485
746,780,389
293,446,804
61,329,230
806,470,87
262,45,476
998,568,870
743,883,312
952,239,439
682,287,265
131,5,502
987,221,441
936,773,5
501,144,248
247,613,199
252,226,357
657,400,328
518,616,16
891,917,603
575,695,441
366,353,160
842,321,285
965,507,622
246,278,729
451,148,836
403,669,342
561,776,886
208,673,915
643,144,190
203,107,754
966,517,599
774,416,473
590,305,62
568,823,74
217,263,805
505,535,646
277,714,31
114,816,659
177,439,52
672,756,279
351,237,390
273,248,431
860,763,298
943,211,911
310,541,204
763,318,873
83,503,159
889,418,675
880,536,58
221,213,915
909,477,891
247,680,392
241,251,420
340,212,335
129,970,380
108,576,884
360,846,611
740,297,37
346,925,791
785,879,374
323,926,572
298,279,878
54,62,738
2,172,991
426,728,488
91,185,762
95,595,349
371,953,606
616,351,382
686,39,238
601,624,93
788,543,238
752,991,424
284,300,593
48,484,25
39,431,746
884,88,245
422,575,988
685,539,61
81,154,661
332,241,671
816,440,882
735,717,868
184,759,958
993,579,755
889,853,898
833,382,731
411,802,811
935,589,476
166,639,567
515,677,852
149,432,723
820,779,800
856,962,609
249,564,710
101,757,545
937,212,907
449,574,661
580,904,168
730,975,221
256,476,725
959,796,795
442,646,212
464,189,28
857,805,511
15,91,112
718,204,251
862,877,764
310,580,201
858,85,745
512,758,451
159,752,632
465,373,344
482,262,283
279,13,928
237,166,152
989,477,327
404,89,314
249,804,59
426,791,834
513,223,337
223,663,293
631,656,940
371,962,401
681,662,818
470,793,356
492,500,705
619,79,810
759,105,962
661,85,492
837,280,933
419,227,357
525,689,928
195,961,528
128,927,350
621,699,14
222,687,325
10,24,827
154,101,563
119,654,545
649,492,779
645,416,16
274,132,16
274,207,77
313,507,179
274,21,51
158,453,667
789,630,617
936,256,799
937,568,841
138,879,565
222,62,720
431,311,391
992,428,79
280,146,686
801,841,633
769,418,628
107,539,558
32,549,723
368,545,287
271,130,328
804,936,636
625,614,476
424,621,785
414,566,471
286,291,79
440,713,686
986,40,761
796,437,283
358,683,863
643,515,653
71,609,43
960,890,509
375,733,638
706,516,237
74,284,529
425,507,278
938,367,847
391,444,604
264,220,380
805,145,438
673,707,435
82,16,470
811,29,888
676,9,344
221,950,555
325,279,564
6,258,166
621,670,468
141,371,843
204,164,112
817,120,582
1000,642,413
207,2,156
953,144,20
817,419,357
718,524,915
468,713,879
464,285,975
227,40,579
987,87,850
831,929,422
255,513,143
843,664,484
516,713,524
840,925,950
621,743,312
39,401,872
134,546,193
430,144,735
811,759,705
236,531,105
375,506,669
97,813,459
882,528,548
693,820,158
512,30,475
814,866,284
387,552,396
179,305,405
519,921,545
388,661,774
431,490,218
865,867,175
347,272,923
66,208,315
561,249,537
748,829,100
139,96,910
653,532,791
587,236,511
704,37,607
498,70,264
449,343,291
650,405,498
799,94,360
74,928,186
820,191,325
609,832,178
214,882,322
210,744,92
867,876,857
296,115,426
335,960,632
945,751,715
112,69,47
594,202,990
133,947,668
107,59,396
339,316,529
130,130,695
991,274,932
345,336,91
424,498,664
159,189,433
70,144,630
954,573,145
991,522,717
197,579,77
626,203,910
55,653,140
688,494,968
652,372,88
596,442,53
582,210,235
9,373,219
72,435,221
135,467,64
991,471,997
882,980,543
424,720,81
841,324,8
238,243,15
669,96,847
454,719,340
132,181,646
717,268,358
946,852,414
241,302,539
567,185,66
496,798,153
409,162,243
613,287,264
996,173,190
930,551,44
425,566,254
549,649,251
813,453,964
88,325,722
895,222,981
194,417,315
425,903,733
797,254,947
436,652,698
663,602,481
648,906,390
511,181,356
773,641,212
547,812,125
62,393,657
314,822,847
533,379,42
822,896,443
517,754,696
136,673,925
751,481,524
260,661,242
342,266,336
367,83,718
441,950,181
670,180,548
491,449,655
829,317,850
185,294,311
954,119,396
425,801,486
967,741,704
753,162,450
587,209,119
136,790,657
282,738,696
817,911,883
182,770,393
404,648,603
420,1000,175
97,30,815
407,438,650
436,574,59
157,933,451
168,370,335
275,294,730
107,310,468
541,881,924
298,540,23
618,153,74
672,179,478
101,746,765
575,836,437
187,152,220
201,324,215
592,149,622
335,687,513
906,440,296
590,659,440
560,471,306
314,908,676
96,963,713
51,728,590
916,490,519
315,322,618
828,891,771
610,501,340
768,319,268
868,590,355
866,963,318
522,484,702
952,549,799
596,888,405
386,423,997
612,153,41
519,806,480
561,799,517
909,638,732
782,627,51
428,142,511
144,510,344
21,125,504
79,856,759
710,173,796
635,391,1
529,796,34
53,383,512
475,427,256
60,32,99
691,786,436
78,416,986
250,492,538
330,439,472
474,718,581
54,7,411
908,37,72
680,451,231
208,666,524
639,281,527
861,317,397
164,639,33
249,714,20
990,405,399
537,640,460
885,963,201
707,301,996
254,296,715
790,129,556
346,612,557
986,934,654
680,899,184
726,773,128
882,700,348
485,490,919
970,807,653
105,915,134
167,70,948
494,236,81
412,724,995
553,608,836
902,280,992
520,931,118
98,885,673
176,895,103
683,206,71
807,848,106
94,615,29
747,916,752
231,191,681
62,538,449
745,203,763
700,239,357
67,450,261
114,560,568
86,186,83
679,339,72
192,976,256
685,469,182
308,15,747
335,500,153
825,219,567
873,714,604
889,177,964
557,410,256
745,977,691
33,470,733
398,773,708
68,558,172
487,385,807
869,462,537
627,656,636
784,982,829
135,477,462
509,529,719
422,264,458
855,312,21
977,196,603
801,275,341
281,150,153
187,459,531
16,847,676
71,843,31
561,466,503
957,928,280
580,960,729
888,435,284
511,817,929
686,707,512
320,423,498
816,556,794
28,757,508
999,472,479
128,807,702
863,93,212
877,43,509
405,940,857
897,290,588
701,968,8
978,356,129
616,782,130
41,897,934
157,905,910
998,217,579
995,903,605
198,85,260
66,196,75
763,590,518
810,411,403
207,445,175
590,998,534
300,689,821
472,251,714
188,998,318
351,727,13
203,126,392
554,180,345
773,940,15
628,26,521
880,799,233
259,784,820
281,4,445
620,444,935
814,788,21
854,756,397
590,825,907
551,42,619
681,59,818
202,891,551
323,59,18
742,378,841
231,921,942
102,647,940
324,68,876
475,28,841
679,71,259
19,955,25
796,512,583
812,895,128
18,125,683
569,84,235
538,731,344
950,993,767
455,878,728
520,444,833
558,183,1000
69,696,656
587,52,493
893,240,692
859,953,517
314,700,487
628,742,711
243,756,542
931,660,892
979,995,745
598,119,387
476,781,589
440,147,716
432,37,285
880,119,407
513,84,166
941,591,211
170,426,724
731,196,726
897,227,27
959,522,777
321,300,226
218,472,106
843,512,916
503,304,515
155,825,721
148,582,538
202,123,761
265,519,248
654,49,360
548,440,613
181,442,757
334,158,848
779,681,799
779,747,510
20,598,274
774,469,906
596,551,920
476,376,372
876,757,164
493,372,647
53,715,743
227,151,628
258,942,776
956,535,939
14,290,3
678,511,288
305,644,181
515,614,240
229,355,593
255,380,544
187,569,139
143,237,287
30,962,309
805,902,801
832,101,373
747,576,6
568,805,829
384,237,310
297,347,302
458,41,276
315,154,878
676,912,562
110,905,459
685,382,495
490,285,555
734,21,131
843,570,974
605,654,900
661,330,528
236,335,681
149,672,585
309,45,705
825,731,421
654,415,359
328,211,970
667,175,866
152,594,166
362,659,1000
992,896,236
94,906,924
279,20,648
77,41,938
496,113,655
370,537,899
238,647,829
424,971,449
460,885,636
869,791,713
242,399,865
617,281,328
776,179,113
766,289,766
534,998,525
868,851,212
997,746,108
7,272,17
358,997,479
24,494,220
857,91,771
446,19,674
456,772,619
788,461,8
131,459,398
795,412,861
188,385,757
125,322,752
589,779,516
860,878,975
123,592,115
229,301,647
432,865,299
618,764,981
246,734,85
544,414,959
774,928,851
411,734,31
558,48,725
967,682,840
235,994,551
675,771,640
318,612,654
858,482,502
504,115,91
21,667,419
866,703,142
101,367,921
49,188,30
414,990,684
494,145,356
525,275,706
981,206,253
127,726,462
284,220,71
477,684,236
2,474,676
345,251,155
747,862,770
519,725,397
25,368,704
648,991,998
243,10,275
877,814,99
161,564,661
983,756,212
38,634,554
922,576,502
304,87,877
827,163,704
365,438,849
843,191,308
822,917,80
834,490,591
76,681,678
663,791,947
850,745,982
675,673,543
770,72,506
426,913,73
644,185,884
852,236,872
497,972,730
35,203,404
212,133,979
870,435,216
182,916,332
13,398,455
624,339,924
644,987,368
652,366,700
746,322,938
858,895,218
718,107,106
974,153,865
431,304,74
676,722,468
810,324,552
287,583,137
477,550,557
447,644,513
284,216,648
939,754,639
922,900,507
110,635,623
278,850,870
331,477,196
179,266,366
273,152,448
624,326,534
272,704,649
961,54,854
341,67,690
172,176,980
221,548,201
124,1,17
474,435,39
350,273,572
995,692,919
193,216,751
311,849,464
201,845,551
803,453,127
682,125,664
417,792,871
408,883,111
108,994,575
451,156,289
687,822,917
408,455,164
84,438,580
105,409,642
811,939,341
392,875,694
274,686,158
450,307,993
35,857,282
37,661,679
143,39,112
409,133,704
78,789,875
717,945,940
47,342,761
340,738,775
997,330,348
25,286,281
454,422,857
774,729,6
472,730,245
425,728,795
855,430,400
383,669,420
401,169,479
238,525,889
776,479,978
981,445,764
343,879,374
259,134,843
297,814,87
501,428,439
168,74,347
471,794,463
246,263,612
436,902,440
567,64,194
851,345,422
591,58,507
347,149,419
447,187,544
747,268,967
613,774,71
768,337,711
805,251,260
60,606,775
411,161,317
403,917,125
344,639,237
885,910,381
746,756,682
187,50,348
132,293,639
589,210,18
226,455,780
366,286,552
72,226,37
526,444,583
618,396,869
919,111,921
197,249,530
30,365,195
483,815,925
213,545,475
416,633,990
406,66,916
933,323,502
863,504,482
922,829,508
162,439,677
273,538,659
86,570,738
215,549,710
45,645,260
398,649,5
17,447,950
7,789,75
489,431,469
82,754,276
772,656,552
309,653,998
924,917,220
586,398,967
951,869,163
319,712,750
351,137,137
685,455,492
816,17,755
275,932,956
503,316,234
182,1000,188
447,480,680
843,558,759
567,437,158
209,433,47
317,463,473
815,968,730
80,409,730
595,458,437
406,580,179
518,206,681
865,508,388
941,660,429
29,16,222
237,722,501
1000,541,904
553,359,715
450,275,474
665,376,705
981,412,296
403,839,179
974,414,842
787,784,909
185,594,100
300,41,683
608,741,177
333,677,827
886,74,403
11,819,123
823,157,16
879,439,425
647,275,691
430,273,395
7,302,592
138,119,656
429,137,748
776,35,202
371,732,75
806,320,126
864,87,130
950,520,464
688,631,614
24,552,279
808,506,124
887,285,272
937,776,860
663,911,116
600,294,399
238,206,443
919,636,350
434,530,245
522,696,244
585,709,520
292,555,794
222,575,681
322,388,889
364,599,150
926,597,761
603,356,341
702,860,128
846,831,110
109,696,843
394,641,1000
323,226,992
281,473,443
524,269,680
692,201,481
58,221,988
507,623,889
714,793,713
499,633,289
891,180,885
879,143,711
990,573,341
880,513,122
250,683,456
217,800,121
220,466,40
388,910,942
872,324,65
815,374,749
120,668,587
921,102,408
990,390,659
161,729,276
573,880,662
475,191,342
850,217,657
485,321,717
363,287,530
758,865,630
662,788,270
251,484,632
646,154,781
364,878,725
983,632,528
188,399,859
383,54,246
596,630,984
934,532,555
801,49,596
475,784,801
656,658,692
581,228,285
742,619,238
878,981,627
228,939,237
433,859,521
243,81,361
673,715,223
159,702,160
65,487,571
244,212,236
343,10,12
371,20,319
581,32,618
622,574,627
810,71,169
318,689,873
919,583,411
412,60,466
513,209,768
812,303,915
108,911,769
224,651,311
800,161,245
308,200,333
603,634,554
190,203,920
252,104,454
7,343,855
268,704,490
356,662,596
319,224,917
169,960,472
997,354,566
616,339,219
521,663,262
767,639,167
939,44,654
440,654,775
688,651,841
702,814,403
203,235,613
532,78,205
968,727,755
197,65,292
857,507,785
487,491,601
959,438,596
920,373,840
536,880,468
630,324,636
327,610,789
435,430,323
731,593,517
26,111,8
851,852,68
47,782,525
309,615,237
199,368,896
768,191,562
885,952,763
129,241,219
151,176,317
556,398,421
246,152,999
599,230,810
831,967,160
640,981,807
226,894,422
489,559,772
121,540,817
549,275,57
550,704,550
980,603,509
56,559,169
725,162,907
303,434,145
211,922,284
513,982,624
42,358,387
277,242,504
378,295,413
344,229,453
943,506,598
985,614,224
399,488,475
150,106,350
915,718,842
175,415,582
435,417,360
52,858,934
81,414,518
784,987,417
749,938,831
291,818,413
18,759,836
344,451,365
118,995,23
556,15,690
901,644,607
828,975,862
232,564,819
295,676,23
878,615,744
826,219,451
859,165,823
289,576,510
687,837,349
172,423,613
751,754,340
937,84,117
25,927,181
602,813,767
949,54,408
507,697,623
560,307,107
432,260,555
798,553,584
42,645,440
124,214,781
917,508,977
181,300,931
176,660,220
332,478,360
875,973,501
526,56,235
40,857,228
341,843,714
622,39,563
561,319,745
930,260,332
323,835,78
896,776,484
584,895,770
277,51,659
146,88,983
474,651,218
102,63,355
4,421,325
527,590,309
456,79,302
979,992,486
940,502,126
868,416,613
649,309,734
502,367,298
747,250,125
882,332,642
717,839,626
708,838,944
47,744,175
892,49,247
193,604,5
18,505,972
529,446,658
552,385,589
4,245,674
342,55,125
867,330,23
729,531,452
895,314,573
745,609,208
682,744,123
166,675,119
881,110,975
672,444,269
345,749,754
209,543,993
258,694,173
835,171,298
460,371,171
641,20,984
53,334,930
156,73,744
74,900,452
870,246,142
963,763,911
320,405,578
449,243,376
609,38,336
293,71,123
496,103,345
561,874,99
435,103,429
481,800,443
936,138,54
5,357,193
92,236,975
801,19,916
206,406,328
406,761,713
595,627,728
185,396,108
705,438,638
565,274,139
973,294,110
306,903,262
987,461,862
654,44,510
417,202,550
103,699,822
93,480,656
63,390,259
40,805,445
752,588,876
998,603,353
423,826,427
520,195,991
651,331,586
402,155,875
886,835,369
257,50,732
328,893,870
129,917,141
491,474,957
658,876,596
826,853,860
412,382,985
757,918,578
930,720,743
178,567,732
761,958,327
303,970,987
180,379,949
200,784,113
179,785,608
555,857,308
504,609,740
333,634,449
542,863,394
669,942,763
989,584,282
992,645,242
318,263,834
93,740,555
74,614,754
726,529,336
164,13,360
633,38,999
586,295,963
184,958,282
380,426,995
251,973,347
286,639,694
346,135,397
541,41,79
918,36,407
764,329,495
87,795,635
852,864,351
42,347,146
534,147,922
603,254,922
770,438,147
344,585,766
262,743,283
247,448,161
405,358,281
776,332,696
721,666,270
830,237,278
875,340,698
43,615,869
709,583,850
299,377,70
699,724,752
749,128,667
764,204,477
914,415,754
531,658,627
651,780,905
296,929,628
596,328,417
652,364,288
820,416,645
32,78,849
143,796,901
482,885,428
952,238,428
389,785,44
829,24,316
597,146,491
998,824,31
592,598,69
651,522,682
298,256,736
722,162,217
587,830,202
220,808,697
903,784,954
189,272,238
56,780,662
86,199,191
403,456,289
931,213,562
438,388,826
979,6,464
120,434,618
412,310,313
300,326,374
688,97,41
517,682,259
202,625,385
737,147,122
553,393,730
507,355,160
164,756,227
503,819,898
268,110,775
688,332,594
189,701,728
300,469,335
32,128,960
457,148,45
354,983,385
1000,490,764
786,29,7
923,933,133
646,924,951
297,818,647
928,147,602
25,358,12
443,812,659
317,427,368
732,267,92
507,830,478
205,47,944
761,156,74
130,377,812
160,819,2
739,283,961
476,271,243
827,403,353
736,538,664
446,65,6
40,575,514
748,895,175
958,932,616
531,177,179
19,646,434
192,134,64
641,686,632
111,42,107
752,740,295
56,320,810
144,797,464
142,934,519
672,97,372
633,646,63
605,945,787
208,913,683
57,129,922
210,97,451
526,574,659
999,760,26
89,1,396
351,934,367
31,884,261
913,775,881
820,144,627
413,629,746
501,313,917
664,886,238
839,324,461
861,355,251
916,965,312
307,228,24
553,255,850
172,636,507
612,113,467
627,341,875
530,363,31
169,477,401
872,786,159
592,455,102
666,538,88
469,732,328
357,111,205
982,621,177
483,193,443
146,619,571
634,444,286
250,216,430
452,674,53
282,853,916
931,307,138
199,132,955
884,811,730
344,476,842
815,519,838
347,414,840
377,753,454
298,219,607
480,370,744
2,93,962
664,550,15
599,435,600
42,551,578
291,55,972
710,622,768
671,135,455
889,288,973
65,331,351
618,177,230
663,285,880
871,303,560
333,345,671
294,150,260
930,260,364
629,102,269
175,925,933
756,248,617
663,870,157
737,195,569
880,63,149
814,19,686
502,347,863
849,326,5
129,108,983
597,677,231
851,723,753
469,699,545
385,595,325
953,717,739
717,449,951
208,569,70
295,575,490
942,614,412
427,612,792
277,585,575
10,913,570
243,634,678
916,35,414
181,575,502
475,983,532
412,68,290
898,452,911
533,549,430
557,67,58
476,598,551
430,295,710
605,48,453
711,785,287
925,652,438
628,872,227
151,441,84
836,971,606
980,69,633
443,278,312
546,642,165
615,927,11
879,608,343
735,618,769
82,59,643
304,239,422
726,180,974
421,151,72
858,114,419
669,514,263
108,712,491
49,182,563
169,392,125
797,631,784
53,376,268
623,822,228
770,581,825
82,991,435
281,183,985
884,132,445
734,591,190
361,369,289
961,203,707
912,795,800
159,134,783
747,742,419
524,16,292
529,126,131
46,210,993
697,949,258
599,892,353
658,693,833
970,616,583
869,685,362
631,550,229
516,624,904
581,165,988
579,288,755
385,371,840
868,524,374
864,174,748
585,855,421
833,16,759
70,643,196
964,770,105
893,252,546
86,106,242
535,543,856
166,750,6
292,176,124
585,901,667
855,592,54
346,824,45
98,834,64
960,759,666
537,90,415
808,904,447
840,777,58
621,617,543
773,890,551
321,984,964
687,641,105
402,199,515
827,225,997
130,99,975
101,736,764
331,65,309
69,673,889
998,801,775
882,770,651
997,323,413
907,312,299
153,276,594
887,137,681
767,896,751
156,489,953
909,613,964
669,65,915
169,381,239
720,30,641
865,788,307
897,363,681
507,68,3
184,935,954
411,969,50
968,231,37
758,383,293
760,334,753
196,86,325
610,225,143
750,494,432
240,18,54
682,81,247
911,344,745
344,932,822
470,685,414
945,359,837
617,644,352
833,747,816
802,158,876
842,243,982
528,322,224
365,38,691
708,668,549
363,724,872
88,383,996
862,995,184
465,131,867
519,244,91
738,812,880
972,815,787
812,999,464
759,820,117
691,339,133
171,115,898
772,103,626
661,520,607
908,519,660
572,397,891
414,800,606
685,761,736
565,616,509
340,727,879
706,773,831
368,63,338
755,816,514
779,75,645
680,508,717
492,524,604
794,249,301
419,202,335
351,315,411
505,696,303
846,480,721
115,174,454
367,497,159
474,687,729
249,345,526
518,792,391
671,884,299
823,333,335
654,622,550
232,97,909
874,887,513
885,474,76
199,273,377
940,333,613
271,644,568
151,463,106
890,705,942
876,220,708
101,961,786
681,995,847
864,101,24
962,252,427
44,624,821
842,582,662
514,447,555
936,253,471
602,571,31
288,647,695
735,992,674
580,333,371
827,469,716
125,129,216
196,607,638
558,290,577
120,473,155
77,166,112
478,546,608
440,177,21
713,983,282
205,312,215
224,495,786
713,960,358
493,381,43
389,261,479
159,742,843
961,85,118
967,849,589
322,518,536
848,530,28
700,778,299
117,143,841
448,530,961
62,206,834
541,28,703
139,783,798
825,465,268
882,559,636
137,624,581
293,767,134
720,962,568
105,554,530
553,273,627
265,558,595
646,798,883
778,796,869
243,293,534
466,703,10
139,747,822
303,311,562
478,170,501
820,730,818
644,878,250
46,115,993
641,248,855
310,598,250
95,268,229
553,21,240
568,394,636
656,966,837
229,693,628
595,799,148
376,817,893
38,472,265
168,58,539
668,532,369
772,653,909
348,239,456
507,458,833
46,528,431
211,642,802
547,85,76
422,669,314
309,861,15
80,156,984
498,159,311
970,695,224
241,75,773
138,287,349
621,607,800
298,386,389
47,738,536
476,996,179
969,681,222
679,756,363
345,836,161
14,666,907
501,135,540
252,828,613
337,625,668
679,367,571
43,404,379
535,951,954
484,647,109
483,688,683
964,467,908
979,572,92
377,765,581
937,816,64
862,358,819
508,456,73
119,596,570
555,157,510
61,145,499
617,656,982
855,380,783
96,858,387
761,971,704
921,11,171
627,541,121
719,59,991
157,446,824
515,744,704
949,464,979
517,894,733
133,644,879
129,839,106
872,789,152
727,117,569
924,206,174
423,369,49
456,260,125
277,21,916
995,368,877
462,913,174
285,740,221
824,426,404
454,798,6
751,780,822
997,783,529
467,389,828
393,573,97
318,267,436
503,717,432
151,546,55
850,771,226
264,28,365
39,937,135
660,571,237
809,109,887
741,636,880
404,282,155
925,402,830
333,955,871
309,487,794
227,24,289
591,137,334
919,76,51
424,13,28
183,103,811
123,524,706
626,654,358
889,69,108
857,69,192
174,34,118
573,662,84
943,96,688
801,521,492
110,242,851
349,35,730
684,67,52
117,51,617
133,607,177
973,726,375
429,66,55
538,23,639
383,140,536
553,747,198
548,845,270
836,724,430
884,967,237
980,3,130
44,368,937
601,617,85
517,383,480
262,202,953
559,412,74
763,473,387
667,132,534
864,464,1
230,56,501
365,133,687
177,342,988
67,248,318
509,245,971
6,949,535
39,117,104
288,334,642
312,726,294
264,276,330
838,247,274
957,654,191
869,184,163
446,692,190
754,157,782
96,465,641
266,613,689
651,397,774
732,327,734
919,817,734
767,805,290
721,200,359
935,284,844
423,210,98
549,452,512
44,269,4
303,932,153
690,6,562
921,342,198
571,279,892
849,653,640
603,736,461
970,346,9
699,663,981
396,425,563
393,785,429
784,426,226
991,527,707
592,360,973
372,994,431
23,37,974
528,388,812
618,661,686
199,89,729
22,720,130
263,708,623
782,611,48
840,216,137
879,195,537
486,770,45
107,416,474
789,606,149
979,460,965
990,52,506
423,499,310
559,493,187
289,148,844
678,388,396
80,290,925
32,147,847
521,33,490
750,346,382
632,599,903
248,277,156
665,534,347
696,377,196
540,437,406
445,915,216
276,566,47
146,567,510
653,114,854
486,156,312
228,453,470
434,462,908
960,490,964
819,820,226
439,353,97
76,623,421
826,669,86
839,497,566
966,641,23
178,427,38
168,792,143
168,505,92
256,938,632
964,355,617
239,379,175
834,185,205
464,430,314
358,296,913
581,920,987
651,826,111
950,483,714
246,96,885
450,139,659
55,451,705
721,454,370
839,185,75
157,802,470
38,169,29
815,462,69
222,617,594
820,26,70
36,395,728
664,211,658
657,192,750
423,60,391
770,697,269
757,390,461
87,998,839
195,561,781
505,211,969
269,335,372
891,501,720
902,929,857
908,949,992
644,132,114
797,317,805
935,645,765
279,435,966
817,205,937
500,844,522
604,162,339
723,843,89
77,694,448
849,69,350
36,710,858
157,324,846
42,953,887
153,139,692
11,506,66
532,351,707
881,489,642
601,985,231
239,379,737
866,279,110
609,598,375
185,850,847
748,580,262
404,69,250
451,437,81
958,269,510
466,470,846
747,868,380
266,428,562
337,461,151
584,714,528
874,996,906
93,881,334
452,412,285
878,638,967
955,420,728
503,495,740
689,912,773
623,920,103
764,393,434
782,274,884
500,350,329
421,943,103
508,836,473
567,349,137
640,920,521
433,130,945
870,902,360
626,433,235
206,384,554
123,703,458
882,279,52
313,974,322
704,844,285
643,205,363
297,673,876
253,292,821
463,514,706
138,872,366
659,433,754
612,174,188
878,520,276
144,129,920
977,394,202
419,137,550
627,986,319
198,134,378
602,67,759
461,794,464
156,22,557
540,814,878
162,315,208
107,3,83
525,152,195
118,725,636
963,112,209
456,650,131
212,422,19
396,759,527
435,488,947
521,535,931
158,96,450
319,203,120
879,615,691
119,342,621
528,695,670
414,783,260
81,914,23
284,115,232
395,130,467
928,137,927
412,593,442
317,110,594
917,521,600
644,389,121
507,869,315
872,855,245
576,748,495
700,911,628
838,801,813
853,226,19
154,250,691
510,469,10
684,365,761
113,296,55
285,924,491
440,274,265
668,986,747
737,473,99
724,809,511
92,713,922
225,160,739
332,716,704
267,43,556
408,856,358
250,861,736
619,954,783
867,800,402
63,608,765
992,682,569
576,116,8
46,905,791
261,424,484
247,423,348
695,758,99
466,992,869
794,735,5
975,736,889
909,255,14
660,459,21
271,992,364
262,655,665
333,850,581
161,325,848
90,13,657
442,253,473
184,375,234
587,674,915
68,327,265
580,534,878
920,773,199
41,900,943
251,47,681
589,889,576
761,787,10
149,781,180
207,753,205
150,14,470
637,732,906
652,757,211
341,304,66
969,242,449
357,45,904
220,101,343
144,1000,189
303,272,27
13,513,233
84,292,275
425,993,307
705,769,51
502,449,508
172,466,123
946,588,35
506,927,743
273,893,186
247,155,923
717,518,668
259,71,846
965,36,52
560,44,722
946,280,295
864,357,241
85,840,926
79,803,160
139,381,437
855,700,145
585,876,663
230,129,453
473,353,110
119,529,945
598,439,932
691,718,576
763,502,623
617,753,899
295,700,32
533,899,646
268,607,358
434,229,625
199,444,940
758,415,969
14,960,353
821,948,602
611,750,240
179,344,480
743,258,565
4,31,967
851,864,329
514,675,255
745,693,408
435,308,804
987,1000,772
350,782,245
897,268,403
94,82,395
551,18,847
115,999,272
379,160,825
733,79,106
610,866,110
222,546,109
305,11,500
716,412,257
425,510,166
112,182,986
723,126,302
412,182,852
941,245,17
267,583,809
340,274,249
3,15,428
618,13,201
910,991,642
522,584,371
202,376,700
663,678,609
61,627,881
649,580,224
793,452,263
490,123,927
703,327,794
55,387,652
24,709,819
595,207,750
340,736,629
94,100,16
72,300,26
939,917,173
312,743,661
582,990,630
670,503,526
292,521,919
377,134,600
786,959,543
789,251,425
420,333,717
884,327,136
826,850,935
256,720,716
791,807,953
477,76,193
887,845,12
368,246,321
639,511,481
436,642,684
44,138,342
436,997,892
649,37,101
458,588,661
142,888,494
594,40,825
544,223,319
353,28,943
803,886,354
558,459,476
589,452,774
59,193,893
883,819,369
457,26,280
727,343,481
124,497,722
573,557,915
235,300,624
481,980,60
123,342,459
891,495,438
167,435,532
584,606,430
158,153,155
619,857,884
312,80,631
39,627,384
840,626,740
406,841,526
626,361,450
841,394,22
380,392,419
71,130,325
424,30,390
321,35,251
276,144,752
73,578,666
807,546,543
761,855,211
797,463,99
613,978,141
15,917,597
220,793,394
332,290,599
135,363,306
61,764,9
960,95,359
99,367,611
88,526,772
456,113,692
187,17,437
271,29,778
600,910,481
439,843,82
362,799,293
886,285,414
898,244,969
44,266,592
595,910,960
678,660,318
806,643,25
833,360,476
487,820,268
392,40,349
89,583,894
465,913,978
54,517,529
386,831,395
56,548,202
355,502,723
279,381,68
385,581,617
294,61,578
656,86,505
96,454,641
720,714,759
242,847,350
375,788,328
75,715,663
582,144,632
199,556,508
773,977,191
115,556,952
159,488,408
319,664,296
494,846,380
22,885,275
773,763,527
88,951,681
425,854,789
761,168,633
286,79,339
105,106,728
502,398,193
771,635,586
191,124,124
26,970,368
659,983,937
321,490,464
34,769,575
372,559,736
15,647,862
727,620,91
745,751,494
583,619,122
258,793,974
271,401,916
163,262,56
235,637,349
984,892,896
727,703,510
991,96,723
141,340,256
602,788,80
602,222,77
418,582,202
390,954,347
996,835,371
577,710,465
408,330,140
25,337,796
234,180,329
599,216,221
113,333,218
832,906,371
86,88,325
464,529,305
355,284,518
697,44,479
649,673,564
526,681,379
568,320,438
125,351,143
227,420,501
942,27,899
329,725,678
971,109,968
63,878,653
482,398,94
802,728,938
731,958,887
426,704,265
796,609,441
629,278,623
475,322,976
64,758,211
223,155,103
124,833,927
585,14,865
602,521,948
410,361,780
528,717,696
840,318,73
478,648,818
268,746,833
809,809,988
662,371,437
748,237,603
573,667,422
740,72,750
812,886,923
350,47,654
91,281,703
595,607,752
165,792,587
421,464,509
551,334,224
170,341,261
517,913,109
309,50,975
701,242,415
724,958,574
271,697,686
644,46,707
20,906,882
564,647,68
875,271,263
709,939,495
508,549,292
597,961,383
774,774,851
724,922,715
977,716,837
891,984,596
711,968,381
120,885,632
429,717,33
478,266,289
970,551,141
365,243,910
292,357,335
176,781,577
437,396,667
96,932,565
228,538,853
174,524,598
811,568,737
774,892,362
704,249,845
952,295,562
823,28,706
821,872,197
758,787,3
706,627,969
44,966,572
275,388,767
997,317,984
